"Variant","ID","Y","A","B","Visit"
1,544,13.5481730863184,0,1,0
1,544,8.54008156203746,0,1,1
1,544,13.374199206558,0,2,2
1,545,11.1933434494809,1,1,0
1,545,3.63419008989198,1,2,1
1,545,3.36862945097419,1,2,2
1,546,11.6590360897821,0,1,0
1,546,12.1721319226604,0,2,1
1,546,12.9484813981296,0,2,2
1,547,14.0759510309066,0,2,0
1,547,10.2316004624182,0,2,1
1,547,8.61063659599635,0,2,2
1,548,13.8436531392763,0,1,0
1,548,15.8229048386833,0,2,1
1,548,7.46278642842149,0,2,2
1,549,10.9369654842529,0,2,0
1,549,17.6208609777688,0,1,1
1,549,11.3386377152061,0,1,2
1,550,10.1770847093539,1,1,0
1,550,5.38099011911124,1,2,1
1,550,3.2359573642717,1,2,2
1,551,8.27540118074309,0,2,0
1,551,7.05740998728845,0,2,1
1,551,13.4436689639297,0,2,2
1,552,14.7327486427345,0,2,0
1,552,11.0561693474243,0,2,1
1,552,9.42750890811583,0,2,2
1,553,10.1390574520467,0,1,0
1,553,10.070388706504,0,2,1
1,553,8.17377833816684,0,2,2
1,554,8.47092982239158,0,2,0
1,554,11.3575737031325,0,1,1
1,554,6.94031499445931,0,1,2
1,555,6.57401851563516,1,1,0
1,555,4.62546572586684,1,2,1
1,555,5.58931402255058,1,2,2
1,556,13.8301394057914,0,1,0
1,556,13.6506165332371,0,1,1
1,556,10.6879067842883,0,2,2
1,557,10.8917833017654,0,1,0
1,557,7.83499781266547,0,1,1
1,557,6.25050909949579,0,2,2
1,558,8.96730168504418,0,1,0
1,558,9.66265455148413,0,2,1
1,558,9.30312486040567,0,1,2
1,559,17.0497317379402,0,2,0
1,559,14.1254183964431,0,1,1
1,559,14.0574876615323,0,1,2
1,560,8.5543224157061,1,1,0
1,560,6.7058782598392,1,2,1
1,560,3.16692646100044,1,1,2
1,561,8.8534475735402,1,2,0
1,561,3.70500365153082,1,2,1
1,561,1.63646698555195,1,1,2
1,562,14.0129377794655,0,2,0
1,562,12.8081561184346,0,1,1
1,562,11.1708519848342,0,2,2
1,563,9.32987771865394,0,2,0
1,563,13.3024112185524,0,1,1
1,563,7.32589029557571,0,2,2
1,564,6.63395455698839,0,1,0
1,564,15.2002510974374,0,1,1
1,564,9.26752096817563,0,1,2
1,565,8.19489630059588,0,2,0
1,565,11.2374947063077,0,1,1
1,565,12.0261596518292,0,2,2
1,566,12.3778756604521,1,1,0
1,566,5.50964280284116,1,2,1
1,566,0.554159726107614,1,1,2
1,567,13.5233208576347,1,2,0
1,567,3.98984348603217,1,1,1
1,567,1.76460256983554,1,2,2
1,568,5.81565640942027,1,2,0
1,568,11.347489186607,1,2,1
1,568,3.55924608592685,1,2,2
1,569,7.98784767788781,1,1,0
1,569,6.07213691093654,1,1,1
1,569,2.50418835549407,1,2,2
1,570,14.6803484863181,0,1,0
1,570,11.6484053255009,0,1,1
1,570,8.41503984717561,0,1,2
1,571,11.0472595892559,1,1,0
1,571,3.93129747779673,1,1,1
1,571,5.61842335339152,1,2,2
1,572,11.9609513888175,0,2,0
1,572,9.18485274824847,0,1,1
1,572,12.4566076843484,0,2,2
1,573,12.9067436913871,0,1,0
1,573,7.98869928648074,0,2,1
1,573,8.86748891468048,0,2,2
1,574,8.33171707299318,0,2,0
1,574,9.17585061168022,0,2,1
1,574,11.8901713868782,0,1,2
1,575,11.3240646955579,1,1,0
1,575,3.05801466216929,1,1,1
1,575,-1.55380052298132,1,2,2
1,576,10.5763353438123,1,1,0
1,576,11.6332158995846,1,1,1
1,576,4.16817634473758,1,1,2
1,577,5.40339983798516,0,2,0
1,577,14.070318057789,0,1,1
1,577,7.76553634732465,0,1,2
1,578,12.5012326534454,1,1,0
1,578,7.69245709450177,1,2,1
1,578,3.45108714501379,1,1,2
1,579,4.25218076216504,1,2,0
1,579,9.35945455589599,1,2,1
1,579,0.657015304336388,1,2,2
1,580,7.15954236301145,1,1,0
1,580,4.29172984678866,1,2,1
1,580,6.19801290574371,1,2,2
1,581,7.63346085261913,0,2,0
1,581,15.285672142938,0,2,1
1,581,14.3391171681555,0,1,2
1,582,8.87117059816035,1,1,0
1,582,-0.452067516376645,1,2,1
1,582,-1.30151047683178,1,1,2
1,583,7.68069291445333,1,2,0
1,583,6.48942895736742,1,1,1
1,583,-0.152293108226467,1,2,2
1,584,5.59039875749379,1,2,0
1,584,3.99707507073349,1,2,1
1,584,6.24728629827674,1,1,2
1,585,5.28741329737097,1,2,0
1,585,7.77661923374458,1,2,1
1,585,4.81970322595537,1,1,2
1,586,14.5768775154178,0,1,0
1,586,11.0536057678159,0,2,1
1,586,4.99719857272072,0,2,2
1,587,7.30404391132102,1,2,0
1,587,10.2247725565541,1,1,1
1,587,2.97387049322911,1,2,2
1,588,8.45300404760012,1,1,0
1,588,5.63117262543371,1,1,1
1,588,-0.327026270931724,1,2,2
1,589,13.4836158444449,0,2,0
1,589,11.8769608994393,0,2,1
1,589,12.2185546583222,0,2,2
1,590,13.8257062897265,0,1,0
1,590,13.5081960388722,0,1,1
1,590,10.5653872000053,0,2,2
1,591,7.40506688832961,1,1,0
1,591,9.25479433915956,1,2,1
1,591,3.98728596833892,1,2,2
1,592,12.4680958303705,0,2,0
1,592,14.8205194877447,0,2,1
1,592,11.6071553017687,0,2,2
1,593,15.8606386757095,0,1,0
1,593,14.1258665377522,0,2,1
1,593,9.75884617373995,0,2,2
1,594,1.40072827818132,1,2,0
1,594,8.03482802288691,1,2,1
1,594,2.64737364974878,1,2,2
1,595,13.3330693294733,0,1,0
1,595,11.3489015979525,0,2,1
1,595,5.98166589686075,0,1,2
1,596,10.9696034277741,1,2,0
1,596,4.54345190171039,1,1,1
1,596,-0.10986486228543,1,2,2
1,597,10.9775774900902,1,2,0
1,597,6.89257950279953,1,2,1
1,597,1.65407007651587,1,2,2
1,598,6.67401699917557,1,1,0
1,598,10.1121360841599,1,2,1
1,598,4.44648432163116,1,2,2
1,599,7.51449084857439,1,1,0
1,599,4.48788786080889,1,2,1
1,599,2.8122556308937,1,1,2
1,600,15.1573445075314,0,1,0
1,600,17.867812800309,0,2,1
1,600,14.9861362544936,0,1,2
1,601,7.53949091603724,1,1,0
1,601,7.82871187941659,1,1,1
1,601,2.97180477322875,1,1,2
1,602,12.9489673438943,0,1,0
1,602,13.3247884457897,0,1,1
1,602,8.266923912952,0,1,2
1,603,4.08503218584338,0,2,0
1,603,9.00214834672457,0,1,1
1,603,12.8609967061398,0,2,2
1,604,12.1041238820335,0,1,0
1,604,12.8923616747425,0,2,1
1,604,11.3491878427537,0,2,2
1,605,13.525327833195,0,1,0
1,605,8.99012999113276,0,1,1
1,605,13.2620920508736,0,2,2
1,606,7.66182778877662,0,2,0
1,606,11.0791689553864,0,2,1
1,606,11.7828705623381,0,1,2
1,607,13.0991408814913,0,2,0
1,607,15.5066538789735,0,1,1
1,607,10.8760864372801,0,1,2
1,608,8.26514130212125,1,1,0
1,608,10.2464375835115,1,2,1
1,608,6.82118596202222,1,1,2
1,609,10.0286211207546,0,2,0
1,609,15.0851266630839,0,1,1
1,609,8.22355816692946,0,1,2
1,610,9.6584524829875,1,2,0
1,610,7.76835700621343,1,1,1
1,610,3.61064993959727,1,2,2
1,611,6.67302043499399,1,1,0
1,611,5.47387530350956,1,2,1
1,611,5.13961019116024,1,1,2
1,612,14.0013788914907,0,1,0
1,612,12.5256783399343,0,1,1
1,612,15.741024387917,0,2,2
1,613,11.5713567104296,0,2,0
1,613,4.11673658199794,0,1,1
1,613,11.2670975961268,0,2,2
1,614,9.2731731654018,0,2,0
1,614,15.7239584532336,0,1,1
1,614,14.7953055573456,0,1,2
1,615,14.1564984810896,0,2,0
1,615,9.46453687051003,0,2,1
1,615,7.70160430506199,0,1,2
1,616,11.3574639410814,0,1,0
1,616,13.2933574421049,0,1,1
1,616,15.8273581584952,0,2,2
1,617,5.32291079502135,1,2,0
1,617,3.65505901258419,1,2,1
1,617,2.44981258460446,1,1,2
1,618,9.82328967135311,0,1,0
1,618,12.2930636552643,0,1,1
1,618,11.3968915461316,0,2,2
1,619,8.96240493913683,0,2,0
1,619,12.1039701309917,0,1,1
1,619,12.5853343911504,0,1,2
1,620,11.6854649800364,1,1,0
1,620,10.3690945264251,1,2,1
1,620,5.59921957425622,1,1,2
1,621,9.60992190026495,0,1,0
1,621,12.8017804359537,0,1,1
1,621,5.91683647605673,0,2,2
1,622,5.33466027720499,1,1,0
1,622,6.23112367833806,1,1,1
1,622,2.2212306150144,1,1,2
1,623,6.14333883409097,1,1,0
1,623,9.00701204138926,1,1,1
1,623,3.91124395928004,1,2,2
1,624,6.19966257096462,1,1,0
1,624,5.66604329949129,1,1,1
1,624,1.00797690755914,1,1,2
1,625,12.5996276675363,1,2,0
1,625,4.86248382359825,1,1,1
1,625,-2.85951044234033,1,1,2
1,626,7.30836039124913,1,2,0
1,626,6.32245203906866,1,2,1
1,626,2.9325771489559,1,1,2
1,627,10.3262478266626,0,1,0
1,627,11.4763986887934,0,2,1
1,627,12.1133769911468,0,2,2
1,628,10.4881020100542,0,1,0
1,628,16.9142277389439,0,1,1
1,628,7.98745264817194,0,2,2
1,629,10.0732922257036,0,1,0
1,629,12.9579972475073,0,1,1
1,629,11.4916842792572,0,1,2
1,630,9.98818613288916,1,2,0
1,630,5.42312901671137,1,2,1
1,630,4.76516036972068,1,1,2
1,631,9.8723241406951,1,1,0
1,631,6.57788346333275,1,2,1
1,631,4.39987670918542,1,2,2
1,632,7.66400540923374,1,2,0
1,632,4.77547551043676,1,2,1
1,632,-0.12017707132557,1,2,2
1,633,6.59377102648717,1,1,0
1,633,4.57800736926853,1,2,1
1,633,6.45512369857086,1,2,2
1,634,6.01607326151207,1,2,0
1,634,5.25779917895639,1,1,1
1,634,1.09834915645573,1,1,2
1,635,10.5479344934888,0,2,0
1,635,10.9061715059594,0,2,1
1,635,10.5856075312573,0,1,2
1,636,15.202527452428,0,1,0
1,636,15.7889350874214,0,2,1
1,636,7.84312695933283,0,1,2
1,637,7.57907714705416,0,2,0
1,637,11.3807566500331,0,2,1
1,637,8.77184723154756,0,1,2
1,638,9.4117858987608,0,1,0
1,638,10.4182589251607,0,2,1
1,638,9.19561520640328,0,1,2
1,639,14.7846013568247,0,1,0
1,639,11.8537677004927,0,2,1
1,639,10.3367160072591,0,1,2
1,640,10.5023434349522,0,2,0
1,640,10.1634958395271,0,1,1
1,640,11.796119895664,0,1,2
1,641,13.3936317749653,0,1,0
1,641,12.7123014017442,0,2,1
1,641,11.1772170309701,0,2,2
1,642,9.25545605695858,0,1,0
1,642,10.731316061977,0,2,1
1,642,5.81120037140453,0,2,2
1,643,11.339291833453,0,2,0
1,643,9.61484601594501,0,2,1
1,643,6.16250023950031,0,1,2
1,644,5.71540258891727,1,2,0
1,644,7.14298298004803,1,1,1
1,644,-0.397094208212792,1,2,2
1,645,13.8573403471514,0,2,0
1,645,10.2523787262924,0,2,1
1,645,13.4436898357514,0,1,2
1,646,10.3618720456903,0,2,0
1,646,8.47021022133898,0,1,1
1,646,14.0382025906658,0,1,2
1,647,6.79266380618474,1,1,0
1,647,2.54022424445487,1,1,1
1,647,-3.26016610926248,1,2,2
1,648,9.62656752552884,0,1,0
1,648,7.6559662174188,0,2,1
1,648,10.1313636443781,0,2,2
1,649,12.0441222031925,0,1,0
1,649,10.2122811394125,0,2,1
1,649,9.00140094102416,0,1,2
1,650,12.4736379273862,1,1,0
1,650,5.83196349465062,1,1,1
1,650,3.91879073481633,1,1,2
1,651,10.9861106554087,1,1,0
1,651,5.38566218774292,1,2,1
1,651,0.15769820669556,1,2,2
1,652,9.01520456160875,0,2,0
1,652,12.0637940829919,0,1,1
1,652,11.3952856515529,0,2,2
1,653,10.8550588024258,0,2,0
1,653,14.036944469283,0,2,1
1,653,10.2856284382109,0,1,2
1,654,13.6074206387586,0,2,0
1,654,11.2694713139853,0,1,1
1,654,10.8673338019165,0,1,2
1,655,9.06029733911537,1,2,0
1,655,8.74900573853842,1,2,1
1,655,3.86921128061262,1,2,2
1,656,13.0762801431406,0,2,0
1,656,11.405109674982,0,1,1
1,656,10.8426342907574,0,2,2
1,657,8.6965862919849,1,2,0
1,657,9.32448135527596,1,1,1
1,657,1.80666787384741,1,2,2
1,658,13.1635201761245,0,1,0
1,658,8.40799893608111,0,2,1
1,658,11.8150760106138,0,1,2
1,659,10.6056542474513,0,2,0
1,659,15.7286944139682,0,1,1
1,659,10.6834174034007,0,2,2
1,660,14.190812950484,0,2,0
1,660,11.9776167467929,0,1,1
1,660,10.764904338459,0,1,2
1,661,12.8645496197284,0,1,0
1,661,13.3550405365331,0,1,1
1,661,10.7184301063914,0,1,2
1,662,5.54307320039805,0,2,0
1,662,11.2975163748809,0,1,1
1,662,13.2078576845248,0,1,2
1,663,8.85832862805362,0,1,0
1,663,12.4347024849102,0,1,1
1,663,10.4799439396641,0,1,2
1,664,10.8981949434909,1,1,0
1,664,8.09653416405747,1,2,1
1,664,4.61274312253694,1,1,2
1,665,11.5667541378922,0,2,0
1,665,5.87548041508894,0,1,1
1,665,15.4858963134042,0,1,2
1,666,10.4855041564393,0,1,0
1,666,5.7050844896852,0,1,1
1,666,10.620569941246,0,2,2
1,667,13.0442711009043,1,1,0
1,667,7.4579373537939,1,2,1
1,667,2.48187424196759,1,2,2
1,668,5.96272615068296,1,2,0
1,668,0.830779789428309,1,1,1
1,668,4.55298710191443,1,1,2
1,669,11.6203323269402,1,1,0
1,669,8.31575281857085,1,2,1
1,669,5.90345183271216,1,2,2
1,670,14.9419562077121,0,1,0
1,670,9.58824980548228,0,1,1
1,670,12.7918417373553,0,1,2
1,671,11.9344729233957,0,2,0
1,671,8.77957415108644,0,2,1
1,671,9.17056039586135,0,2,2
1,672,12.5177654489742,1,2,0
1,672,2.90196535141628,1,2,1
1,672,9.64276890685181,1,1,2
1,673,10.6678815932356,0,1,0
1,673,13.3692997177607,0,1,1
1,673,9.05355347284163,0,1,2
1,674,12.3725923794915,1,1,0
1,674,5.29910403643748,1,2,1
1,674,3.85704315388592,1,1,2
1,675,5.47843440153938,1,2,0
1,675,4.6017824169342,1,2,1
1,675,0.414264656871073,1,1,2
1,676,6.73576268632505,1,2,0
1,676,4.19338260804276,1,2,1
1,676,3.40025543112666,1,1,2
1,677,5.5778398012752,1,2,0
1,677,5.51478875749831,1,1,1
1,677,0.0457033220434932,1,1,2
1,678,9.20991803560735,1,1,0
1,678,5.61377424051736,1,1,1
1,678,2.0064753706954,1,1,2
1,679,18.2304690291868,0,1,0
1,679,13.1287657566753,0,1,1
1,679,7.79771113236485,0,2,2
1,680,11.7326833244136,0,1,0
1,680,11.6848872439969,0,2,1
1,680,8.30406170466993,0,1,2
1,681,16.2715398002584,0,2,0
1,681,9.33541357516136,0,1,1
1,681,9.76658571490379,0,1,2
1,682,10.4681330220808,0,1,0
1,682,13.5126856849465,0,2,1
1,682,9.17541217715184,0,1,2
1,683,7.26670254871465,0,2,0
1,683,12.98423013988,0,1,1
1,683,8.49857696807858,0,2,2
1,684,14.0873341594637,0,2,0
1,684,10.4828043668318,0,2,1
1,684,13.1194844700157,0,1,2
1,685,6.10752798046759,1,2,0
1,685,8.71625540133191,1,1,1
1,685,0.508755522193792,1,2,2
1,686,9.21597805486593,1,1,0
1,686,1.96017268839548,1,2,1
1,686,4.24849884911297,1,2,2
1,687,11.5071628020445,0,1,0
1,687,5.31824055749388,0,2,1
1,687,8.25578420866237,0,2,2
1,688,8.40121162601446,1,2,0
1,688,6.93164886538433,1,1,1
1,688,3.35039569509026,1,1,2
1,689,12.0930659405642,0,1,0
1,689,10.3491648449947,0,2,1
1,689,13.3281011802322,0,1,2
1,690,9.37911345744602,0,2,0
1,690,8.55825542413186,0,2,1
1,690,12.2654036272924,0,1,2
1,691,7.32276693629148,1,1,0
1,691,4.29061039739446,1,2,1
1,691,6.17218534707512,1,1,2
1,692,9.34539052586889,0,1,0
1,692,13.0505063522744,0,1,1
1,692,13.526951819527,0,2,2
1,693,12.002285419133,0,2,0
1,693,7.97726757227789,0,1,1
1,693,11.4664742935,0,1,2
1,694,3.39880216914365,1,2,0
1,694,5.45824913029613,1,2,1
1,694,6.07108604041481,1,1,2
1,695,15.4696223833884,0,1,0
1,695,15.0621102029187,0,1,1
1,695,5.12233406037856,0,2,2
1,696,11.4176219874072,0,1,0
1,696,14.883092068073,0,2,1
1,696,11.5986247875452,0,1,2
1,697,8.59259928625263,0,1,0
1,697,10.2708203021367,0,2,1
1,697,9.88060321453399,0,2,2
1,698,8.82663275691389,0,1,0
1,698,11.371655689871,0,2,1
1,698,12.304079540712,0,1,2
1,699,8.92616588937686,1,2,0
1,699,8.91670765834455,1,1,1
1,699,0.969650248147107,1,2,2
1,700,11.5348550070052,0,1,0
1,700,12.8989822757944,0,1,1
1,700,11.7924597118695,0,1,2
1,701,9.50833731871669,0,2,0
1,701,12.3972120087457,0,1,1
1,701,11.7598265480081,0,1,2
1,702,11.7066177770579,1,2,0
1,702,6.4792363659203,1,2,1
1,702,3.2003051245504,1,1,2
1,703,12.0042203239199,1,1,0
1,703,7.66025742177278,1,1,1
1,703,3.80388505852442,1,1,2
1,704,17.9638474693627,0,1,0
1,704,14.2178690961653,0,2,1
1,704,8.40881455718339,0,2,2
1,705,9.69235703879927,0,2,0
1,705,8.85962402879409,0,1,1
1,705,11.9942333100082,0,2,2
1,706,13.0686947281312,1,1,0
1,706,8.05570124878568,1,1,1
1,706,1.04716593265479,1,1,2
1,707,9.22990976290482,1,2,0
1,707,8.79458391540873,1,2,1
1,707,1.88684042844975,1,2,2
1,708,10.6565058257343,0,2,0
1,708,12.1082133825837,0,1,1
1,708,3.50829076249976,0,2,2
1,709,11.0384569760003,1,1,0
1,709,5.22784187187366,1,2,1
1,709,1.32934391804125,1,2,2
1,710,10.3588540799071,0,1,0
1,710,9.96816104156156,0,2,1
1,710,7.40873112857236,0,1,2
1,711,1.52204275552121,1,1,0
1,711,8.32120086179493,1,1,1
1,711,2.84862255380796,1,1,2
1,712,9.84680407767989,0,1,0
1,712,10.842471269739,0,2,1
1,712,6.50387063558196,0,1,2
1,713,7.90420658958288,0,2,0
1,713,13.763297618305,0,2,1
1,713,6.5015543488864,0,1,2
1,714,8.37954967621416,1,2,0
1,714,5.60536614285203,1,2,1
1,714,2.96644832995098,1,2,2
1,715,12.335990989203,0,1,0
1,715,9.22001647082447,0,2,1
1,715,11.5613703695928,0,2,2
1,716,6.02397863351153,1,2,0
1,716,7.23630636720723,1,1,1
1,716,7.27896080838935,1,2,2
1,717,11.879266480478,0,1,0
1,717,10.891438500501,0,1,1
1,717,9.01129953724497,0,2,2
1,718,10.1616010906088,1,1,0
1,718,1.68920162951898,1,2,1
1,718,4.52214474499679,1,1,2
1,719,7.01805980016521,1,2,0
1,719,5.731160490292,1,2,1
1,719,1.02459105456391,1,2,2
1,720,14.0357919201547,0,1,0
1,720,11.656308178683,0,2,1
1,720,10.0532698867044,0,2,2
1,721,10.7825693293547,1,1,0
1,721,6.91934659952017,1,1,1
1,721,4.91579546440732,1,2,2
1,722,9.11374091543416,1,2,0
1,722,6.98270236364649,1,2,1
1,722,10.7423674228953,1,1,2
1,723,8.92452239589476,1,2,0
1,723,1.8558996348184,1,2,1
1,723,5.36423917243422,1,1,2
1,724,10.6620499450284,0,2,0
1,724,9.65079578288606,0,2,1
1,724,9.30178494672741,0,1,2
1,725,6.67763911256431,1,2,0
1,725,5.65902117271011,1,1,1
1,725,2.9607670577318,1,1,2
1,726,9.11929837722067,0,1,0
1,726,12.0684730708454,0,1,1
1,726,7.45703164467208,0,2,2
1,727,10.9006641669638,0,2,0
1,727,14.7124710339593,0,1,1
1,727,10.4187626592715,0,2,2
1,728,6.95006994288704,0,1,0
1,728,16.5435606785303,0,2,1
1,728,7.8777617237167,0,1,2
1,729,7.97414733226801,0,2,0
1,729,8.09811162741893,0,2,1
1,729,13.8457563366372,0,1,2
1,730,10.6874714247659,1,1,0
1,730,7.68498588251297,1,1,1
1,730,0.280519617707899,1,2,2
1,731,7.46712466587438,0,1,0
1,731,10.7434609373383,0,1,1
1,731,7.99180568761738,0,2,2
1,732,11.3745327199613,0,1,0
1,732,10.1503261561106,0,1,1
1,732,8.90685986760793,0,1,2
1,733,12.9962759546679,0,2,0
1,733,14.3746214376991,0,1,1
1,733,9.73606759885503,0,1,2
1,734,7.89195811475758,0,2,0
1,734,6.30248166721393,0,2,1
1,734,7.31288770336228,0,2,2
1,735,4.06993885751045,1,2,0
1,735,5.24537759649802,1,2,1
1,735,-1.86419303856559,1,2,2
1,736,9.7828442116469,1,2,0
1,736,5.80245208348798,1,2,1
1,736,3.40917360551783,1,2,2
1,737,4.84575003506338,1,2,0
1,737,8.82890052291302,1,1,1
1,737,4.28045283601981,1,1,2
1,738,10.586379062956,0,2,0
1,738,10.7486418549556,0,1,1
1,738,6.75439813426167,0,2,2
1,739,9.45978738776167,0,2,0
1,739,11.3772682370895,0,2,1
1,739,14.7264863189529,0,1,2
1,740,11.0310441975985,1,2,0
1,740,5.7019259379085,1,2,1
1,740,1.58211645537225,1,1,2
1,741,8.33690221583074,1,2,0
1,741,5.84408813181566,1,2,1
1,741,6.77198227292713,1,1,2
1,742,10.9771345094276,1,1,0
1,742,7.17955822108535,1,2,1
1,742,1.1261539645283,1,1,2
1,743,14.6552653968616,0,1,0
1,743,10.5222154472582,0,1,1
1,743,6.55564815010962,0,1,2
1,744,8.55380465000098,0,2,0
1,744,12.272440281496,0,1,1
1,744,9.75064819412875,0,2,2
1,745,18.141613066592,0,2,0
1,745,11.4354355694937,0,1,1
1,745,10.1091665497249,0,1,2
1,746,10.7816214134532,0,1,0
1,746,12.0607565833295,0,2,1
1,746,10.7349350652052,0,1,2
1,747,6.41893675655238,1,2,0
1,747,1.71781776839692,1,1,1
1,747,10.5248563282662,1,2,2
1,748,11.9603968090887,0,2,0
1,748,14.4725596766711,0,1,1
1,748,4.54141180214756,0,2,2
1,749,4.49375122455598,1,2,0
1,749,-0.555119923519648,1,1,1
1,749,0.775434833561453,1,2,2
1,750,10.8413072616954,0,2,0
1,750,12.6343326931693,0,1,1
1,750,13.0476641599625,0,1,2
1,751,4.4776432330339,1,2,0
1,751,3.77366609852055,1,1,1
1,751,3.05849558124436,1,2,2
1,752,9.51266895985325,1,1,0
1,752,2.45190396229823,1,1,1
1,752,1.17333174602961,1,2,2
1,753,9.71815600417133,1,2,0
1,753,5.06991446090673,1,1,1
1,753,3.30002890141915,1,1,2
1,754,7.81228584942658,0,1,0
1,754,14.5100039477473,0,1,1
1,754,5.91810050235168,0,1,2
1,755,11.7103235345094,0,2,0
1,755,13.1829254381954,0,2,1
1,755,12.500488555845,0,2,2
1,756,9.61897780384212,0,1,0
1,756,11.1734303059428,0,2,1
1,756,10.0454186174117,0,2,2
1,757,8.88875956934482,1,2,0
1,757,5.72947428063809,1,2,1
1,757,1.39192646422799,1,2,2
1,758,8.81147274538677,1,1,0
1,758,7.05733022382599,1,1,1
1,758,4.3516536913266,1,2,2
1,759,8.58162991277703,1,1,0
1,759,2.68562003332456,1,2,1
1,759,3.79696201944025,1,1,2
1,760,10.8723382451335,1,2,0
1,760,4.42550555102654,1,1,1
1,760,1.07896776846116,1,1,2
1,761,7.26253305866655,1,2,0
1,761,8.92274033355234,1,1,1
1,761,-0.818663600972039,1,2,2
1,762,7.17492373284254,1,1,0
1,762,8.14163373403704,1,2,1
1,762,6.1131907741563,1,1,2
1,763,16.9031743109643,0,1,0
1,763,11.798182607722,0,2,1
1,763,11.9312853782963,0,1,2
1,764,11.7197823530279,0,1,0
1,764,9.58593885511483,0,2,1
1,764,9.48362694129636,0,2,2
1,765,5.55964269215472,0,1,0
1,765,10.0234299592965,0,1,1
1,765,14.2611087447764,0,1,2
1,766,11.7453552756997,0,1,0
1,766,13.9914439695799,0,2,1
1,766,11.3314651092847,0,1,2
1,767,14.7117887888693,0,1,0
1,767,8.49732321394914,0,2,1
1,767,7.50810944542675,0,2,2
1,768,12.0164274058823,1,1,0
1,768,6.50648264909098,1,1,1
1,768,0.571747204425182,1,1,2
1,769,10.3427957741613,1,1,0
1,769,4.96482923641452,1,1,1
1,769,5.60823238007819,1,1,2
1,770,12.3300743804484,1,1,0
1,770,3.74474973215227,1,2,1
1,770,4.0230776472948,1,2,2
1,771,8.24595575426917,1,2,0
1,771,2.65950509635183,1,2,1
1,771,-0.886413634539919,1,1,2
1,772,13.9258745204498,0,2,0
1,772,11.8763608222335,0,2,1
1,772,12.1327771529474,0,2,2
1,773,10.6807502463767,0,2,0
1,773,15.8656219414189,0,2,1
1,773,4.14746215297122,0,1,2
1,774,8.62871465683411,1,2,0
1,774,8.0040820763449,1,1,1
1,774,0.999745635959049,1,1,2
1,775,12.3287179874345,1,1,0
1,775,5.36046719450953,1,2,1
1,775,7.91956004342646,1,1,2
1,776,14.0006566693624,0,2,0
1,776,7.09058280189006,0,2,1
1,776,8.17113123323155,0,2,2
1,777,4.11201731743702,1,2,0
1,777,6.23467793776093,1,2,1
1,777,-1.08349563728332,1,2,2
1,778,7.65521627637324,1,1,0
1,778,3.50613650243467,1,2,1
1,778,2.11053180589932,1,1,2
1,779,12.9220794946226,1,1,0
1,779,6.26592445796462,1,2,1
1,779,7.10040485029491,1,1,2
1,780,-0.281699854968364,0,2,0
1,780,11.4269995064871,0,2,1
1,780,9.17531533593097,0,1,2
1,781,8.96641702216574,1,2,0
1,781,8.54298587384294,1,1,1
1,781,5.35084325477281,1,2,2
1,782,11.4899915022111,1,2,0
1,782,2.83892846996613,1,2,1
1,782,0.836451980904649,1,1,2
1,783,6.92142705275414,1,2,0
1,783,7.74723567108153,1,2,1
1,783,4.87954777344531,1,2,2
1,784,7.33270743091956,1,2,0
1,784,3.35831803547613,1,2,1
1,784,3.70139682321028,1,2,2
1,785,13.0083381065875,0,1,0
1,785,14.9079682774316,0,1,1
1,785,12.6388062954741,0,2,2
1,786,8.74704726842389,1,2,0
1,786,8.30739826168625,1,1,1
1,786,2.64983151142426,1,1,2
1,787,10.4293726771742,1,1,0
1,787,6.90064231469674,1,2,1
1,787,1.88378013817612,1,2,2
1,788,12.7065779757992,1,1,0
1,788,7.66520712160326,1,1,1
1,788,-2.19755675353006,1,2,2
1,789,8.77098162933733,1,1,0
1,789,6.53223526089937,1,1,1
1,789,8.95209818846972,1,2,2
1,790,13.6234804444312,0,1,0
1,790,12.0284832451019,0,2,1
1,790,8.55525884174746,0,1,2
1,791,12.9122394060589,0,2,0
1,791,7.10921337182359,0,2,1
1,791,9.93385223556755,0,1,2
1,792,8.91837533485696,0,1,0
1,792,14.3208059487361,0,1,1
1,792,13.2349175530209,0,2,2
1,793,9.90242740634393,0,1,0
1,793,15.0288819699064,0,1,1
1,793,10.2138828727608,0,1,2
1,794,8.67453733236493,1,1,0
1,794,1.35299324443098,1,2,1
1,794,-0.902528906613104,1,1,2
1,795,11.111196387442,1,1,0
1,795,6.50430688510806,1,1,1
1,795,3.4507393027977,1,1,2
1,796,13.4656151322118,0,1,0
1,796,12.2310864089718,0,1,1
1,796,9.25843221010629,0,1,2
1,797,11.3335282627282,0,1,0
1,797,11.1705566112454,0,2,1
1,797,12.4620959896923,0,1,2
1,798,4.99509509657627,1,1,0
1,798,8.51246490705709,1,2,1
1,798,1.40900719833208,1,1,2
1,799,3.383932376654,1,1,0
1,799,6.99696593956232,1,1,1
1,799,3.18271877946026,1,2,2
1,800,6.45029198575492,1,1,0
1,800,2.94188068918982,1,2,1
1,800,5.93760538072666,1,1,2
1,801,10.0039335658398,1,1,0
1,801,5.02979022178823,1,1,1
1,801,5.54078528267877,1,1,2
1,802,12.1247648172405,1,1,0
1,802,11.4084732467647,1,1,1
1,802,5.90854995223662,1,2,2
